95.20.35.137	tcp,192.168.1.2,21,36
81.203.142.1	tcp,192.168.1.2,23,49
81.203.142.1	tcp,192.168.1.2,0,0
192.168.1.2	tcp,187.52.121.213,0,0
189.115.215.58	tcp,192.168.1.2,3,75
213.136.175.51	tcp,192.168.1.2,35,45
192.168.1.2	tcp,213.136.175.51,0,0
89.75.57.226	tcp,192.168.1.2,29,35
89.75.57.226	tcp,192.168.1.2,0,0
41.201.221.230	tcp,192.168.1.2,39,38
41.201.221.230	tcp,192.168.1.2,0,0
192.168.1.2	tcp,187.52.121.213,0,0
93.50.60.111	tcp,192.168.1.2,30,45
93.50.60.111	tcp,192.168.1.2,0,0
151.76.4.63	tcp,192.168.1.2,29,35
192.168.1.2	tcp,151.76.4.63,0,0
151.76.4.63	tcp,192.168.1.2,0,0
186.221.90.143	tcp,192.168.1.2,25,38
192.168.1.2	tcp,186.221.90.143,0,0
187.104.45.188	tcp,192.168.1.2,18,36
192.168.1.2	tcp,187.104.45.188,0,0
189.82.195.16	tcp,192.168.1.2,30,35
189.82.195.16	tcp,192.168.1.2,0,0
95.239.131.64	tcp,192.168.1.2,19,42
192.168.1.2	tcp,95.239.131.64,0,0
192.168.1.2	tcp,151.61.177.64,80,1
192.168.1.2	tcp,151.61.177.64,0,0
79.23.175.59	tcp,192.168.1.2,29,35
222.33.68.42	tcp,192.168.1.2,25,23
79.23.175.59	tcp,192.168.1.2,0,0
95.234.223.2	tcp,192.168.1.2,25,44
192.168.1.2	tcp,95.234.223.2,0,0
217.132.239.237	tcp,192.168.1.2,29,30
60.2.167.145	tcp,192.168.1.2,29,38
83.32.62.73	tcp,192.168.1.2,30,39
83.32.62.73	tcp,192.168.1.2,0,0
192.168.1.2	tcp,187.52.121.213,0,0
120.195.63.40	tcp,192.168.1.2,28,28
188.152.21.184	tcp,192.168.1.2,25,44
192.168.1.2	tcp,188.152.21.184,0,0
120.195.63.40	tcp,192.168.1.2,0,0
90.18.49.6	tcp,192.168.1.2,24,32
77.39.132.204	tcp,192.168.1.2,23,32
87.10.255.233	tcp,192.168.1.2,26,29
90.18.49.6	tcp,192.168.1.2,0,0
183.216.39.56	tcp,192.168.1.2,34,31
80.174.87.240	tcp,192.168.1.2,26,33
192.168.1.2	tcp,77.39.132.204,0,0
80.174.87.240	tcp,192.168.1.2,0,0
79.138.224.170	tcp,192.168.1.2,27,36
79.138.224.170	tcp,192.168.1.2,0,0
117.201.0.53	tcp,192.168.1.2,21,52
192.168.1.2	tcp,117.201.0.53,0,0
41.232.60.156	tcp,192.168.1.2,34,36
41.232.60.156	tcp,192.168.1.2,0,0
192.168.1.2	tcp,183.216.39.56,0,0
83.205.187.173	tcp,192.168.1.2,24,37
83.205.187.173	tcp,192.168.1.2,0,0
88.47.135.102	tcp,192.168.1.2,36,40
85.85.99.61	tcp,192.168.1.2,29,34
91.51.87.252	tcp,192.168.1.2,25,26
192.168.1.2	tcp,183.216.39.56,0,0
91.51.87.252	tcp,192.168.1.2,0,0
85.85.99.61	tcp,192.168.1.2,0,0
192.168.1.2	tcp,88.47.135.102,0,0
79.55.46.236	tcp,192.168.1.2,32,31
79.55.46.236	tcp,192.168.1.2,0,0
14.210.74.23	tcp,192.168.1.2,26,34
14.210.74.23	tcp,192.168.1.2,0,0
201.8.136.116	tcp,192.168.1.2,0,0
192.168.1.2	tcp,88.47.135.102,0,0
200.140.58.224	tcp,192.168.1.2,16,46
192.168.1.2	tcp,200.140.58.224,0,0
186.22.60.110	tcp,192.168.1.2,24,47
151.19.148.114	tcp,192.168.1.2,22,42
192.168.1.2	tcp,151.19.148.114,0,0
209.188.44.96	tcp,192.168.1.2,22,31
192.168.1.2	tcp,209.188.44.96,0,0
60.247.70.35	tcp,192.168.1.2,25,33
60.247.70.35	tcp,192.168.1.2,0,0
192.168.1.2	tcp,151.19.148.114,0,0
92.150.63.237	tcp,192.168.1.2,34,26
151.83.38.166	tcp,192.168.1.2,26,35
92.150.63.237	tcp,192.168.1.2,0,0
116.228.248.250	tcp,192.168.1.2,24,36
192.168.1.2	tcp,116.228.248.250,0,0
95.239.196.124	tcp,192.168.1.2,31,39
192.168.1.2	tcp,95.239.196.124,0,0
79.53.53.150	tcp,192.168.1.2,25,43
79.53.53.150	tcp,192.168.1.2,0,0
82.244.63.31	tcp,192.168.1.2,21,30
192.168.1.2	tcp,82.244.63.31,0,0
201.95.15.166	tcp,192.168.1.2,34,32
192.168.1.2	tcp,201.95.15.166,0,0
192.168.1.2	tcp,116.228.248.250,0,0
180.183.76.73	tcp,192.168.1.2,22,35
180.183.76.73	tcp,192.168.1.2,0,0
24.63.148.141	tcp,192.168.1.2,25,45
192.168.1.2	tcp,24.63.148.141,0,0
151.56.74.163	tcp,192.168.1.2,31,42
192.168.1.2	tcp,151.56.74.163,0,0
192.168.1.2	tcp,116.228.248.250,0,0
192.168.1.2	tcp,186.22.60.110,66,0
201.8.136.116	tcp,192.168.1.2,0,0
201.8.136.116	tcp,192.168.1.2,27,0
82.56.180.247	tcp,192.168.1.2,22,36
192.168.1.2	tcp,82.56.180.247,0,0
95.42.181.13	tcp,192.168.1.2,24,29
95.42.181.13	tcp,192.168.1.2,0,0
85.58.180.109	tcp,192.168.1.2,25,52
192.168.1.2	tcp,85.58.180.109,0,0
187.9.30.111	tcp,192.168.1.2,20,43
192.168.1.2	tcp,187.9.30.111,0,0
88.205.189.227	tcp,192.168.1.2,24,46
192.168.1.2	tcp,88.205.189.227,0,0
82.61.67.95	tcp,192.168.1.2,3,70
41.105.121.187	tcp,192.168.1.2,25,28
79.94.183.40	tcp,192.168.1.2,29,35
82.136.192.225	tcp,192.168.1.2,26,35
79.94.183.40	tcp,192.168.1.2,0,0
82.136.192.225	tcp,192.168.1.2,0,0
41.105.121.187	tcp,192.168.1.2,0,0
192.168.1.2	tcp,116.228.248.250,0,0
77.224.43.82	tcp,192.168.1.2,34,36
77.224.43.82	tcp,192.168.1.2,0,0
79.28.128.217	tcp,192.168.1.2,30,37
192.168.1.2	tcp,79.28.128.217,0,0
90.19.35.111	tcp,192.168.1.2,26,36
192.168.1.2	tcp,90.19.35.111,0,0
85.218.25.164	tcp,192.168.1.2,25,44
192.168.1.2	tcp,85.218.25.164,0,0
83.46.244.204	tcp,192.168.1.2,27,48
192.168.1.2	tcp,83.46.244.204,0,0
201.8.136.116	tcp,192.168.1.2,0,0
201.8.136.116	tcp,192.168.1.2,16,0
88.9.135.55	tcp,192.168.1.2,43,36
187.79.210.32	tcp,192.168.1.2,28,27
79.21.219.76	tcp,192.168.1.2,27,32
79.30.155.171	tcp,192.168.1.2,24,27
187.79.210.32	tcp,192.168.1.2,0,0
79.30.155.171	tcp,192.168.1.2,0,0
79.21.219.76	tcp,192.168.1.2,0,0
88.9.135.55	tcp,192.168.1.2,0,0
192.168.1.2	tcp,187.79.210.32,0,0
79.50.9.21	tcp,192.168.1.2,31,41
192.168.1.2	tcp,79.50.9.21,0,0
221.227.96.62	tcp,192.168.1.2,29,44
71.239.73.212	tcp,192.168.1.2,21,43
71.239.73.212	tcp,192.168.1.2,0,0
221.227.96.62	tcp,192.168.1.2,0,0
200.140.72.61	tcp,192.168.1.2,25,41
192.168.1.2	tcp,200.140.72.61,0,0
84.228.217.192	tcp,192.168.1.2,33,39
84.228.217.192	tcp,192.168.1.2,0,0
189.32.146.226	tcp,192.168.1.2,19,29
189.32.146.226	tcp,192.168.1.2,0,0
192.168.1.2	tcp,200.109.138.213,77,2
200.109.138.213	tcp,192.168.1.2,0,0
84.28.11.243	tcp,192.168.1.2,30,44
95.18.152.168	tcp,192.168.1.2,33,33
95.18.152.168	tcp,192.168.1.2,0,0
192.168.1.2	tcp,84.28.11.243,0,0
222.55.51.252	tcp,192.168.1.2,20,44
192.168.1.2	tcp,222.55.51.252,0,0
95.123.108.255	tcp,192.168.1.2,29,35
78.60.13.248	tcp,192.168.1.2,29,35
78.60.13.248	tcp,192.168.1.2,0,0
95.123.108.255	tcp,192.168.1.2,0,0
93.45.93.101	tcp,192.168.1.2,25,31
192.168.1.2	tcp,201.74.14.210,30,39
201.74.14.210	tcp,192.168.1.2,0,0
93.45.93.101	tcp,192.168.1.2,0,0
88.184.29.54	tcp,192.168.1.2,26,34
192.168.1.2	tcp,88.184.29.54,0,0
114.93.47.230	tcp,192.168.1.2,20,45
79.158.54.50	tcp,192.168.1.2,29,35
79.158.54.50	tcp,192.168.1.2,0,0
218.84.107.149	tcp,192.168.1.2,0,0
2.36.97.63	tcp,192.168.1.2,36,43
77.215.87.235	tcp,192.168.1.2,29,35
77.215.87.235	tcp,192.168.1.2,0,0
113.106.186.58	tcp,192.168.1.2,24,46
192.168.1.2	tcp,113.106.186.58,0,0
79.47.188.82	tcp,192.168.1.2,25,41
87.221.178.246	tcp,192.168.1.2,39,38
93.48.40.216	tcp,192.168.1.2,26,33
87.221.178.246	tcp,192.168.1.2,0,0
79.47.188.82	tcp,192.168.1.2,0,0
114.93.47.230	tcp,192.168.1.2,0,0
93.48.40.216	tcp,192.168.1.2,0,0
87.19.236.231	tcp,192.168.1.2,30,30
120.195.63.40	tcp,192.168.1.2,20,31
120.195.63.40	tcp,192.168.1.2,0,0
87.19.236.231	tcp,192.168.1.2,0,0
115.140.183.26	tcp,192.168.1.2,26,33
115.140.183.26	tcp,192.168.1.2,0,0
86.197.197.101	tcp,192.168.1.2,15,27
192.168.1.2	tcp,86.197.197.101,0,0
151.49.235.80	tcp,192.168.1.2,25,44
192.168.1.2	tcp,151.49.235.80,0,0
218.186.226.49	tcp,192.168.1.2,25,42
80.116.20.68	tcp,192.168.1.2,26,26
218.186.226.49	tcp,192.168.1.2,0,0
80.116.20.68	tcp,192.168.1.2,0,0
125.119.174.86	tcp,192.168.1.2,29,48
125.119.174.86	tcp,192.168.1.2,0,0
83.32.177.173	tcp,192.168.1.2,37,37
183.216.39.56	tcp,192.168.1.2,21,28
82.237.72.123	tcp,192.168.1.2,21,39
82.237.72.123	tcp,192.168.1.2,0,0
83.32.177.173	tcp,192.168.1.2,0,0
192.168.1.2	tcp,183.216.39.56,0,0
77.246.75.6	tcp,192.168.1.2,29,36
46.52.118.219	tcp,192.168.1.2,29,32
46.52.118.219	tcp,192.168.1.2,0,0
77.246.75.6	tcp,192.168.1.2,0,0
87.11.56.118	tcp,192.168.1.2,29,25
87.11.56.118	tcp,192.168.1.2,0,0
93.48.146.149	tcp,192.168.1.2,21,41
192.168.1.2	tcp,93.48.146.149,0,0
95.20.10.221	tcp,192.168.1.2,21,45
192.168.1.2	tcp,95.20.10.221,0,0
201.145.44.135	tcp,192.168.1.2,32,42
92.161.67.188	tcp,192.168.1.2,20,42
192.168.1.2	tcp,92.161.67.188,0,0
93.39.245.2	tcp,192.168.1.2,35,43
60.247.70.35	tcp,192.168.1.2,21,28
60.247.70.35	tcp,192.168.1.2,0,0
80.236.115.116	tcp,192.168.1.2,25,50
192.168.1.2	tcp,80.236.115.116,0,0
188.97.176.161	tcp,192.168.1.2,28,38
192.168.1.2	tcp,188.97.176.161,0,0
114.239.215.205	tcp,192.168.1.2,21,51
192.168.1.2	tcp,114.239.215.205,0,0
183.23.234.233	tcp,192.168.1.2,32,47
192.168.1.2	tcp,183.23.234.233,0,0
79.11.190.177	tcp,192.168.1.2,26,30
95.233.109.113	tcp,192.168.1.2,29,35
86.198.113.137	tcp,192.168.1.2,26,35
86.198.113.137	tcp,192.168.1.2,0,0
95.233.109.113	tcp,192.168.1.2,0,0
188.135.192.238	tcp,192.168.1.2,30,35
192.168.1.2	tcp,188.135.192.238,0,0
192.168.1.2	tcp,79.11.190.177,0,0
92.98.82.254	tcp,192.168.1.2,28,38
92.98.82.254	tcp,192.168.1.2,0,0
151.67.247.32	tcp,192.168.1.2,27,40
192.168.1.2	tcp,151.67.247.32,0,0
93.146.210.25	tcp,192.168.1.2,20,38
192.168.1.2	tcp,93.146.210.25,0,0
88.191.108.155	tcp,192.168.1.2,36,44
120.28.217.12	tcp,192.168.1.2,25,44
192.168.1.2	tcp,120.28.217.12,0,0
79.25.94.9	tcp,192.168.1.2,31,45
192.168.1.2	tcp,79.25.94.9,0,0
83.194.205.128	tcp,192.168.1.2,30,38
192.168.1.2	tcp,83.194.205.128,0,0
187.113.117.231	tcp,192.168.1.2,30,41
192.168.1.2	tcp,187.113.117.231,0,0
192.168.1.2	tcp,120.28.217.12,0,0
89.204.137.64	tcp,192.168.1.2,17,30
93.66.174.231	tcp,192.168.1.2,22,44
192.168.1.2	tcp,93.66.174.231,0,0
113.92.78.38	tcp,192.168.1.2,31,41
192.168.1.2	tcp,113.92.78.38,0,0
113.248.26.122	tcp,192.168.1.2,32,37
113.248.26.122	tcp,192.168.1.2,0,0
151.50.214.143	tcp,192.168.1.2,30,40
192.168.1.2	tcp,151.50.214.143,0,0
76.252.224.223	tcp,192.168.1.2,29,49
192.168.1.2	tcp,76.252.224.223,0,0
93.151.250.41	tcp,192.168.1.2,22,44
192.168.1.2	tcp,93.151.250.41,0,0
89.204.137.64	tcp,192.168.1.2,0,0
93.151.7.103	tcp,192.168.1.2,22,42
192.168.1.2	tcp,93.151.7.103,0,0
192.168.1.2	tcp,79.11.190.177,0,0
24.185.182.156	tcp,192.168.1.2,25,29
79.84.232.247	tcp,192.168.1.2,31,35
24.185.182.156	tcp,192.168.1.2,0,0
79.84.232.247	tcp,192.168.1.2,0,0
93.71.222.186	tcp,192.168.1.2,22,44
192.168.1.2	tcp,93.71.222.186,0,0
93.38.32.189	tcp,192.168.1.2,21,54
192.168.1.2	tcp,93.38.32.189,0,0
93.45.131.90	tcp,192.168.1.2,34,42
93.173.173.98	tcp,192.168.1.2,26,43
93.45.131.90	tcp,192.168.1.2,0,0
192.168.1.2	tcp,120.28.217.12,0,0
175.137.7.78	tcp,192.168.1.2,22,44
192.168.1.2	tcp,175.137.7.78,0,0
212.21.252.53	tcp,192.168.1.2,28,28
212.21.252.53	tcp,192.168.1.2,0,0
83.32.212.72	tcp,192.168.1.2,34,36
189.2.120.142	tcp,192.168.1.2,19,33
83.32.212.72	tcp,192.168.1.2,0,0
189.2.120.142	tcp,192.168.1.2,0,0
188.217.84.39	tcp,192.168.1.2,22,42
192.168.1.2	tcp,188.217.84.39,0,0
79.35.215.151	tcp,192.168.1.2,20,45
192.168.1.2	tcp,79.35.215.151,0,0
76.247.98.225	tcp,192.168.1.2,32,34
200.207.67.194	tcp,192.168.1.2,37,27
76.247.98.225	tcp,192.168.1.2,0,0
192.168.1.2	tcp,79.11.190.177,0,0
200.207.67.194	tcp,192.168.1.2,0,0
78.13.29.18	tcp,192.168.1.2,24,50
192.168.1.2	tcp,78.13.29.18,0,0
86.214.171.226	tcp,192.168.1.2,28,36
86.214.171.226	tcp,192.168.1.2,0,0
192.168.1.2	tcp,120.28.217.12,0,0
187.35.43.14	tcp,192.168.1.2,24,34
192.168.1.2	tcp,187.35.43.14,0,0
125.125.190.136	tcp,192.168.1.2,30,43
125.125.190.136	tcp,192.168.1.2,0,0
79.169.222.20	tcp,192.168.1.2,24,37
79.169.222.20	tcp,192.168.1.2,0,0
151.19.80.41	tcp,192.168.1.2,0,84
192.168.1.2	tcp,151.19.80.41,0,0
2.38.249.32	tcp,192.168.1.2,1,83
192.168.1.2	tcp,2.38.249.32,0,0
87.1.91.46	tcp,192.168.1.2,34,35
87.1.91.46	tcp,192.168.1.2,0,0
151.76.167.196	tcp,192.168.1.2,30,30
151.76.167.196	tcp,192.168.1.2,0,0
78.119.102.26	tcp,192.168.1.2,25,38
192.168.1.2	tcp,78.119.102.26,0,0
200.175.180.143	tcp,192.168.1.2,17,24
79.31.178.133	tcp,192.168.1.2,26,20
203.67.221.225	tcp,192.168.1.2,24,37
79.31.178.133	tcp,192.168.1.2,0,0
203.67.221.225	tcp,192.168.1.2,0,0
200.175.180.143	tcp,192.168.1.2,0,0
201.58.212.236	tcp,192.168.1.2,29,47
192.168.1.2	tcp,201.58.212.236,0,0
81.33.69.210	tcp,192.168.1.2,22,31
192.168.1.2	tcp,81.33.69.210,0,0
88.10.173.218	tcp,192.168.1.2,33,31
88.10.173.218	tcp,192.168.1.2,0,0
78.246.154.89	tcp,192.168.1.2,26,33
78.246.154.89	tcp,192.168.1.2,0,0
82.248.225.224	tcp,192.168.1.2,41,46
192.168.1.2	tcp,82.248.225.224,0,0
221.219.109.181	tcp,192.168.1.2,38,44
62.39.234.183	tcp,192.168.1.2,25,44
192.168.1.2	tcp,62.39.234.183,0,0
93.146.222.186	tcp,192.168.1.2,29,35
93.146.222.186	tcp,192.168.1.2,0,0
109.118.42.135	tcp,192.168.1.2,29,35
41.207.27.192	tcp,192.168.1.2,29,35
109.118.42.135	tcp,192.168.1.2,0,0
41.207.27.192	tcp,192.168.1.2,0,0
188.152.36.50	tcp,192.168.1.2,20,40
192.168.1.2	tcp,188.152.36.50,0,0
79.22.160.57	tcp,192.168.1.2,26,25
192.168.1.2	tcp,221.219.109.181,18,0
79.6.249.205	tcp,192.168.1.2,25,44
192.168.1.2	tcp,79.6.249.205,0,0
222.210.72.170	tcp,192.168.1.2,23,38
222.210.72.170	tcp,192.168.1.2,0,0
79.22.160.57	tcp,192.168.1.2,0,0
120.195.63.40	tcp,192.168.1.2,21,28
120.195.63.40	tcp,192.168.1.2,0,0
95.120.43.27	tcp,192.168.1.2,25,44
192.168.1.2	tcp,95.120.43.27,0,0
189.74.177.218	tcp,192.168.1.2,27,35
192.168.1.2	tcp,189.74.177.218,0,0
93.181.150.117	tcp,192.168.1.2,25,25
93.181.150.117	tcp,192.168.1.2,0,0
83.113.142.165	tcp,192.168.1.2,25,44
192.168.1.2	tcp,83.113.142.165,0,0
218.186.226.49	tcp,192.168.1.2,28,24
218.186.226.49	tcp,192.168.1.2,0,0
93.36.192.21	tcp,192.168.1.2,23,31
192.168.1.2	tcp,93.36.192.21,0,0
2.36.2.20	tcp,192.168.1.2,19,44
192.168.1.2	tcp,2.36.2.20,0,0
87.0.49.158	tcp,192.168.1.2,29,40
87.0.49.158	tcp,192.168.1.2,0,0
79.18.236.62	tcp,192.168.1.2,25,28
86.214.93.14	tcp,192.168.1.2,25,44
192.168.1.2	tcp,86.214.93.14,0,0
200.109.138.213	tcp,192.168.1.2,35,44
192.168.1.2	tcp,200.109.138.213,0,0
82.226.247.10	tcp,192.168.1.2,30,45
192.168.1.2	tcp,82.226.247.10,0,0
82.53.175.144	tcp,192.168.1.2,24,46
82.53.175.144	tcp,192.168.1.2,0,0
95.230.2.58	tcp,192.168.1.2,25,44
192.168.1.2	tcp,95.230.2.58,0,0
2.38.138.43	tcp,192.168.1.2,25,44
192.168.1.2	tcp,2.38.138.43,0,0
186.16.136.161	tcp,192.168.1.2,28,39
192.168.1.2	tcp,186.16.136.161,0,0
88.164.101.127	tcp,192.168.1.2,36,37
217.27.117.124	tcp,192.168.1.2,28,20
60.247.70.35	tcp,192.168.1.2,26,32
88.164.101.127	tcp,192.168.1.2,0,0
60.247.70.35	tcp,192.168.1.2,0,0
217.27.117.124	tcp,192.168.1.2,0,0
60.20.107.37	tcp,192.168.1.2,0,0
192.168.1.2	tcp,60.20.107.37,0,0
95.247.249.202	tcp,192.168.1.2,34,33
95.247.249.202	tcp,192.168.1.2,0,0
125.119.174.86	tcp,192.168.1.2,29,42
86.219.126.50	tcp,192.168.1.2,24,36
82.54.166.18	tcp,192.168.1.2,36,36
82.54.166.18	tcp,192.168.1.2,0,0
125.119.174.86	tcp,192.168.1.2,0,0
86.219.126.50	tcp,192.168.1.2,0,0
78.228.157.165	tcp,192.168.1.2,39,25
78.228.157.165	tcp,192.168.1.2,0,0
84.75.17.227	tcp,192.168.1.2,22,44
192.168.1.2	tcp,84.75.17.227,0,0
192.168.1.2	tcp,60.20.107.37,0,6
2.2.242.145	tcp,192.168.1.2,25,44
192.168.1.2	tcp,2.2.242.145,0,0
41.201.124.104	tcp,192.168.1.2,29,39
93.34.163.85	tcp,192.168.1.2,28,28
41.201.124.104	tcp,192.168.1.2,0,0
93.34.163.85	tcp,192.168.1.2,0,0
85.59.34.100	tcp,192.168.1.2,22,44
192.168.1.2	tcp,85.59.34.100,0,0
88.37.68.49	tcp,192.168.1.2,32,26
78.134.46.113	tcp,192.168.1.2,32,42
192.168.1.2	tcp,94.120.23.0,35,33
192.168.1.2	tcp,94.120.23.0,0,0
78.134.46.113	tcp,192.168.1.2,0,0
88.37.68.49	tcp,192.168.1.2,0,0
87.2.91.222	tcp,192.168.1.2,26,41
87.2.91.222	tcp,192.168.1.2,0,0
80.201.193.195	tcp,192.168.1.2,34,39
192.168.1.2	tcp,80.201.193.195,0,0
177.8.64.6	tcp,192.168.1.2,0,0
113.106.201.229	tcp,192.168.1.2,0,0
183.16.104.45	tcp,192.168.1.2,32,40
151.60.251.191	tcp,192.168.1.2,34,33
192.168.1.2	tcp,113.106.201.229,0,0
58.218.201.92	tcp,192.168.1.2,28,43
192.168.1.2	tcp,58.218.201.92,0,0
111.184.50.135	tcp,192.168.1.2,29,45
192.168.1.2	tcp,111.184.50.135,0,0
201.13.191.130	tcp,192.168.1.2,22,32
192.168.1.2	tcp,201.13.191.130,0,0
177.8.64.6	tcp,192.168.1.2,36,0
85.48.37.190	tcp,192.168.1.2,22,38
192.168.1.2	tcp,85.48.37.190,0,0
201.58.206.193	tcp,192.168.1.2,26,33
201.58.206.193	tcp,192.168.1.2,0,0
213.93.65.129	tcp,192.168.1.2,27,38
213.93.65.129	tcp,192.168.1.2,0,0
94.37.250.151	tcp,192.168.1.2,28,40
192.168.1.2	tcp,94.37.250.151,0,0
77.227.253.126	tcp,192.168.1.2,2,82
77.227.253.126	tcp,192.168.1.2,0,0
151.95.52.205	tcp,192.168.1.2,32,29
151.95.52.205	tcp,192.168.1.2,0,0
78.192.44.224	tcp,192.168.1.2,17,43
192.168.1.2	tcp,78.192.44.224,0,0
79.10.191.225	tcp,192.168.1.2,34,35
79.10.191.225	tcp,192.168.1.2,0,0
192.168.1.2	tcp,113.106.201.229,0,0
93.70.206.176	tcp,192.168.1.2,26,35
93.70.206.176	tcp,192.168.1.2,0,0
93.145.250.78	tcp,192.168.1.2,26,44
192.168.1.2	tcp,93.145.250.78,0,0
2.32.15.109	tcp,192.168.1.2,34,42
192.168.1.2	tcp,2.32.15.109,0,0
83.36.55.19	tcp,192.168.1.2,28,31
189.51.97.20	tcp,192.168.1.2,37,37
189.51.97.20	tcp,192.168.1.2,0,0
83.36.55.19	tcp,192.168.1.2,0,0
83.76.32.205	tcp,192.168.1.2,38,35
83.76.32.205	tcp,192.168.1.2,0,0
78.249.28.184	tcp,192.168.1.2,32,48
192.168.1.2	tcp,78.249.28.184,0,0
122.126.0.83	tcp,192.168.1.2,22,33
122.126.0.83	tcp,192.168.1.2,0,0
79.3.201.167	tcp,192.168.1.2,22,42
192.168.1.2	tcp,79.3.201.167,0,0
78.114.38.151	tcp,192.168.1.2,28,26
192.168.1.2	tcp,113.106.201.229,0,0
78.114.38.151	tcp,192.168.1.2,0,0
93.33.250.232	tcp,192.168.1.2,30,41
192.168.1.2	tcp,93.33.250.232,0,0
188.216.25.220	tcp,192.168.1.2,22,42
192.168.1.2	tcp,188.216.25.220,0,0
79.27.49.57	tcp,192.168.1.2,23,37
192.168.1.2	tcp,79.27.49.57,0,0
79.38.170.164	tcp,192.168.1.2,22,47
187.109.195.213	tcp,192.168.1.2,26,48
187.109.195.213	tcp,192.168.1.2,0,0
121.25.115.156	tcp,192.168.1.2,18,64
192.168.1.2	tcp,121.25.115.156,0,0
187.73.245.22	tcp,192.168.1.2,26,50
192.168.1.2	tcp,187.73.245.22,0,0
86.75.6.110	tcp,192.168.1.2,41,43
192.168.1.2	tcp,86.75.6.110,0,0
187.73.245.22	tcp,192.168.1.2,0,0
192.168.1.2	tcp,112.105.104.91,83,1
84.55.250.74	tcp,192.168.1.2,33,31
93.67.74.230	tcp,192.168.1.2,29,35
84.55.250.74	tcp,192.168.1.2,0,0
93.67.74.230	tcp,192.168.1.2,0,0
112.105.104.91	tcp,192.168.1.2,0,0
90.1.17.233	tcp,192.168.1.2,25,44
192.168.1.2	tcp,90.1.17.233,0,0
123.4.244.172	tcp,192.168.1.2,22,43
192.168.1.2	tcp,123.4.244.172,0,0
83.54.46.44	tcp,192.168.1.2,35,37
192.168.1.2	tcp,83.54.46.44,0,0
88.8.20.101	tcp,192.168.1.2,22,24
88.8.20.101	tcp,192.168.1.2,0,0
79.30.44.151	tcp,192.168.1.2,29,35
84.223.251.189	tcp,192.168.1.2,26,29
84.223.251.189	tcp,192.168.1.2,0,0
93.147.189.186	tcp,192.168.1.2,26,35
93.147.189.186	tcp,192.168.1.2,0,0
2.36.30.97	tcp,192.168.1.2,1,64
79.38.170.164	tcp,192.168.1.2,0,0
41.224.171.219	tcp,192.168.1.2,34,28
41.224.171.219	tcp,192.168.1.2,0,0
192.168.1.2	tcp,123.4.244.172,0,0
109.168.141.189	tcp,192.168.1.2,32,28
109.168.141.189	tcp,192.168.1.2,0,0
79.19.33.97	tcp,192.168.1.2,23,26
192.168.1.2	tcp,79.19.33.97,0,0
95.115.208.214	tcp,192.168.1.2,30,35
192.168.1.2	tcp,95.115.208.214,0,0
180.143.93.102	tcp,192.168.1.2,32,46
88.174.193.91	tcp,192.168.1.2,0,83
192.168.1.2	tcp,88.174.193.91,0,0
218.186.226.49	tcp,192.168.1.2,22,30
122.85.223.177	tcp,192.168.1.2,28,37
122.85.223.177	tcp,192.168.1.2,0,0
218.186.226.49	tcp,192.168.1.2,0,0
88.104.170.221	tcp,192.168.1.2,29,50
192.168.1.2	tcp,88.104.170.221,0,0
187.58.90.234	tcp,192.168.1.2,30,46
192.168.1.2	tcp,187.58.90.234,0,0
84.81.179.47	tcp,192.168.1.2,29,35
84.81.179.47	tcp,192.168.1.2,0,0
192.168.1.2	tcp,123.4.244.172,0,0
121.25.115.156	tcp,192.168.1.2,42,0
201.58.8.216	tcp,192.168.1.2,30,30
201.58.8.216	tcp,192.168.1.2,0,0
93.39.101.116	tcp,192.168.1.2,24,37
46.25.119.29	tcp,192.168.1.2,34,40
183.36.6.238	tcp,192.168.1.2,29,35
183.36.6.238	tcp,192.168.1.2,0,0
86.173.154.203	tcp,192.168.1.2,18,45
192.168.1.2	tcp,86.173.154.203,0,0
79.18.199.177	tcp,192.168.1.2,30,38
187.126.106.3	tcp,192.168.1.2,1,81
123.115.253.116	tcp,192.168.1.2,53,20
87.19.144.117	tcp,192.168.1.2,2,82
87.19.144.117	tcp,192.168.1.2,0,0
60.247.70.35	tcp,192.168.1.2,25,33
60.247.70.35	tcp,192.168.1.2,0,0
83.238.230.216	tcp,192.168.1.2,21,30
192.168.1.2	tcp,83.238.230.216,0,0
77.225.222.117	tcp,192.168.1.2,26,35
77.225.222.117	tcp,192.168.1.2,0,0
79.31.59.71	tcp,192.168.1.2,28,37
192.168.1.2	tcp,79.31.59.71,0,0
151.95.163.19	tcp,192.168.1.2,25,44
192.168.1.2	tcp,151.95.163.19,0,0
120.195.63.40	tcp,192.168.1.2,20,25
93.144.92.17	tcp,192.168.1.2,31,42
83.59.204.196	tcp,192.168.1.2,25,26
93.144.92.17	tcp,192.168.1.2,0,0
83.59.204.196	tcp,192.168.1.2,0,0
120.195.63.40	tcp,192.168.1.2,0,0
192.168.1.2	tcp,189.55.38.136,70,2
80.67.116.47	tcp,192.168.1.2,1,83
192.168.1.2	tcp,80.67.116.47,0,0
87.23.41.43	tcp,192.168.1.2,34,37
187.126.106.3	tcp,192.168.1.2,25,28
187.126.106.3	tcp,192.168.1.2,0,0
87.23.41.43	tcp,192.168.1.2,0,0
192.168.1.2	tcp,123.4.244.172,0,0
79.182.112.215	tcp,192.168.1.2,31,32
85.48.98.220	tcp,192.168.1.2,32,39
